dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_n_params,source_before_nodes,n_rank,after_params,rank_gap,source_orig_parsed_expr,rendered,small_long_backoff_probe_status,small_long_backoff_probe_after_params,small_no_backoff_probe_status,small_no_backoff_probe_after_params,big_probe_status,big_probe_after_params,big_probe_runtime_ms,big_probe_peak_rss_mb,manual_classification,current_rules_outcome,manual_reason,agent_status,agent_id,conclusion_kind,new_rule_family,proposed_rule,proof_summary,domain_notes,remaining_gap_notes
pagie,179,SBP,29,sympy,SBP,7.0,28.0,4.0,6.0,2.0,(0.004516 * x0 * x1 * (x1 - 4.432) * (1.033 * exp(x0) - 13.9852052082504) * (-1.0 * x0 + x1 + 3.749) + (0.105238 - 0.004516 * x0) * exp(x0)) * exp(-1.0 * x0),(0.004665028 * (x1 * x0 * (exp(x0) + -13.538436794046856)) * (x1 + -4.432) * (x1 - x0 + 3.749) + 0.004516 * (23.303365810451727 - x0) * exp(x0)) * exp(-1.0 * x0),ok,6.0,memory_limit,na,ok,6.0,30666.06262497953,561.625,no_obvious_current_rule_path_or_rank_target_issue,no_improvement_in_completed_probe,"A completed larger-budget current-rule probe found no parameter reduction, and the expression does not clearly match one of the missing local rule families.",done,019dab5d-16b2-7a91-8e5e-86fcbea445b1,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"No exact single local rank-reducing rule. The smallest exact normalization is (A*(exp(u)+c)+B*exp(u))*exp(-u) -> A*(1+c*exp(-u))+B, but it leaves the same six non-integer floats.","Affine collection has already exposed 0.004665028=0.004516*1.033 and 23.303365810451727=0.105238/0.004516, while outer exp(-x0) blocks exp(x0)*exp(-x0) cancellation across the sum. Applying cancellation gives 0.004665028*x0*x1*(x1-4.432)*(x1-x0+3.749)*(1-13.538436794046856*exp(-x0))+0.004516*(23.303365810451727-x0), still six non-integer floats.","Candidate rewrites preserve six scalar values or trade one derived scalar for another, e.g. 0.004665028 <-> 0.004516*1.033. Integer -1.0 is structural.",Rank 4 appears to come from shared-parameter/coefficient-rank structure rather than a small tree rewrite reducing literal floats to four.
pagie,165,SBP,15,sympy,SBP,7.0,30.0,4.0,5.0,1.0,0.01085 * x0 ** 3.0 - 0.1463448 * x0 ** 2.0 + 0.19689495 * x0 + 0.1607319 * x1 + 0.01085 * exp(x0) - 0.01085 * exp(x1) + 0.0894957768,-0.01085 * (exp(x1) - exp(x0) + -14.814 * x1 - (18.147000000000002 * x0 + x0 ** 3.0)) + -0.1463448 * x0 ** 2.0 + 0.0894957768,ok,5.0,memory_limit,na,ok,5.0,18408.046875003492,696.484375,no_obvious_current_rule_path_or_rank_target_issue,no_improvement_in_completed_probe,"A completed larger-budget current-rule probe found no parameter reduction, and the expression does not clearly match one of the missing local rule families.",done,019dab5d-1777-7563-9f1c-2b8128461a02,needs_many_params_or_rank_artifact,no_rank_reducing_rule,none; optional common-scale collection -a*u - b*v -> -a*(u + (b/a)*v) only normalizes shape here.,"The apparent missed normalization is absorbing -0.1463448*x0**2 into the existing -0.01085 factor, but 0.1463448/0.01085 = 13.488, replacing one non-integer float with another. Baseline counts five floats: 0.01085, 14.814, 18.147000000000002, 0.1463448, 0.0894957768; optional factoring still counts five: 0.01085, 14.814, 18.147000000000002, 13.488, 0.0894957768.","Polynomial arithmetic and exp over real x0,x1 with finite constants. If optional scale collection divides by scale, guard scale != 0.","n_rank=4 likely reflects numerical rank, external convention, or model-family reconstruction not justified by exact local rewrite."
pagie,159,SBP,10,sympy,SBP,8.0,38.0,5.0,6.0,1.0,(-0.001732 * x0 * (0.000627353738614736 * (x0 - 1.883) * (386780.368892305 * x0 + 128926.789630768 * x1) - 20.41 * exp(x0)) + (0.001732 * x1 + 0.154306) * exp(x0)) * exp(-1.0 * x0),(-0.42026652729485225 * x0 * ((x0 + -1.883) * (x0 + 0.3333333333333325 * x1) + -0.08411357484865532 * exp(x0)) + 0.001732 * (x1 + 89.09122401847574) * exp(x0)) * exp(-1.0 * x0),ok,6.0,memory_limit,na,ok,6.0,159580.02499997383,838.40625,no_obvious_current_rule_path_or_rank_target_issue,no_improvement_in_completed_probe,"A completed larger-budget current-rule probe found no parameter reduction, and the expression does not clearly match one of the missing local rule families.",done,019dab73-14c8-7b33-9e2c-7fa3ba032ab7,new_rule_reduces_to_rank,tolerance_coefficient_snapping,"When a Float coefficient in an affine/linear factor is within tolerance of a small rational p/q, canonicalize it to exact p/q, e.g. 0.3333333333333325 * x1 -> x1 / 3 inside x0 + c*x1.","Current rules already expose the inner product as (x0 + -1.883) * (x0 + 0.3333333333333325*x1), but leave the near-rational coefficient as a free float parameter. Baseline params are -0.42026652729485225, -1.883, 0.3333333333333325, -0.08411357484865532, 0.001732, 89.09122401847574 = 6, excluding -1.0. Snapping 0.3333333333333325 to exact 1/3 makes it rank-free, leaving 5 float params and matching n_rank=5.","Safe only under the same numeric tolerance used for param equality; require small numerator/denominator and preserve sign. This is algebraic over real-valued x0,x1 and does not change exp-domain assumptions.","No exp product cancellation or quotient exposure is needed to close this one-rank miss. Other constants may have product relationships, but the smallest sufficient obstruction is the unsnapped 1/3 coefficient."
pagie,151,SBP,2,sympy,SBP,8.0,40.0,2.0,5.0,3.0,-0.018385 * x0 ** 2.0 - 0.018385 * x0 * x1 - 0.018385 * x1 ** 3.0 + 0.07247367 * x1 ** 2.0 + 0.05508969648 * x1 + 0.166642 - 0.018385 * exp(-13.828 * x0),-0.018385 * (x1 * (-2.996448 + x0) + (exp(-13.828 * x0) + (x1 ** 3.0 + x0 ** 2.0)) + -9.064019581180311) + 0.07247367 * x1 ** 2.0,ok,5.0,memory_limit,na,ok,5.0,104949.6985420119,2759.3125,no_obvious_current_rule_path_or_rank_target_issue,no_improvement_in_completed_probe,"A completed larger-budget current-rule probe found no parameter reduction, and the expression does not clearly match one of the missing local rule families.",done,019dab76-5bed-7f52-a5e9-9af858d8a080,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"No new rank-reducing rewrite. The smallest sound form is the existing common-factor collection: a*(x1*(r + x0) + exp(k*x0) + x1^3 + x0^2 + s) + b*x1^2, with a,b,r,k,s all non-integer params.","Obstruction: current rules already expose the common coefficient -0.018385, but doing so replaces the x1 and constant coefficients by non-integer ratios -2.996448 and -9.064019581180311, which still count as params. Expansion proves equality: -0.018385*x1*(-2.996448+x0) gives -0.018385*x0*x1 + 0.05508969648*x1; -0.018385*(-9.064019581180311) gives +0.166642. The exp scale -13.828 and x1^2 coefficient 0.07247367 are independent non-integer params. Minimum visible count remains 5, not rank 2.","Integer exponents 2.0 and 3.0 can be structural. Non-integer floats -0.018385, 0.07247367, -13.828, -2.996448, and -9.064019581180311 count as params after factoring. Snapping -2.996448 to -3 or -9.064019581180311 to -9 would change the expression.","The rank gap appears to come from the rank artifact or shared latent-parameter accounting outside single-expression rewrite algebra. No affine, quotient, exp, log, or square normalization rule reduces this row to 2 params without hiding non-integer ratios or using tolerance-based approximation."
pagie,172,SBP,22,sympy,SBP,8.0,40.0,4.0,5.0,1.0,0.02889 * x0 ** 3.0 - 0.18081288 * x0 ** 2.0 + 0.18081288 * x0 + 0.14418036 * x1 - 0.00963 * exp(x1) + 0.179028 - 0.00963 * exp(-15.767 * x0),-0.00963 * (exp(-15.767 * x0) + (exp(x1) + -3.0 * (6.2586666666666675 * (x0 - x0 ** 2.0) + x0 ** 3.0 + 4.990666666666667 * x1))) + 0.179028,ok,5.0,memory_limit,na,ok,5.0,122283.129043004,1022.53125,no_obvious_current_rule_path_or_rank_target_issue,no_improvement_in_completed_probe,"A completed larger-budget current-rule probe found no parameter reduction, and the expression does not clearly match one of the missing local rule families.",done,019dab76-5c26-77e1-b242-76732400f64d,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"No sound rank-reducing rewrite. Mark as shared-parameter/rank artifact unless external parameter ties justify equating one of {15.767, 6.2586666666666675, 4.990666666666667, 0.00963, 0.179028}.","Obstruction: the baseline has already collected the duplicated x0 and -x0^2 coefficient and factored the shared -0.00963 exp/polynomial scale, leaving -0.00963*(exp(-15.767*x0)+exp(x1)-3*(6.2586666666666675*(x0-x0^2)+x0^3+4.990666666666667*x1))+0.179028. With integer -3.0 free, the remaining non-integer parameters are scale, exp slope, two independent affine polynomial ratios, and offset. The two ratios multiply independent basis functions, so collecting or reassociating terms cannot remove either one exactly.","Non-integer floats count as params; integer-valued -3.0 does not. exp(-15.767*x0) gives an independent slope parameter. The x1 linear term and x0-x0^2 polynomial block are algebraically independent, so their decimal ratios cannot be merged by generic rewrites.","The rank gap of 1 does not appear closable by current algebraic rewrite families without tolerance snapping or an external model constraint. If n_rank=4 is trusted, the missing equality is semantic/estimation metadata rather than a local expression rewrite."
kotanchek,163,SBP,14,sympy,SBP,10.0,41.0,5.0,6.0,1.0,((0.009239 * x0 - 0.018478 * x1 * (x0 - 9.621) + (0.009239 * x0 - 0.042748853) * exp(x0) - 0.009239 * exp(x1) + 0.208799) * exp(17.386 * x0) - 0.009239) * exp(-17.386 * x0),0.009239 * (exp(17.386 * x0) * (22.5997402316268 - (exp(x1) - exp(x0) * (x0 - 4.627)) - (2.0 * ((x0 - 9.621) * x1) - x0)) - 1.0) * exp(-17.386 * x0),ok,6.0,memory_limit,na,ok,6.0,20042.662874999223,772.15625,no_obvious_current_rule_path_or_rank_target_issue,no_improvement_in_completed_probe,"A completed larger-budget current-rule probe found no parameter reduction, and the expression does not clearly match one of the missing local rule families.",done,019dab8c-2b9e-7d71-9d1b-e94476ad8af4,new_rule_reduces_to_rank,tolerance_coefficient_snapping,"After coefficient exposure/collection, rewrite real literals within tolerance of an integer to the integer literal, e.g. 2.0 -> 2, preserving exact integer semantics for downstream param counting.","Current-rule obstruction: the existing rules already factor 0.009239 and expose 0.018478/0.009239 as 2.0, producing baseline 0.009239*(exp(17.386*x0)*(22.5997402316268-(exp(x1)-exp(x0)*(x0-4.627))-(2.0*((x0-9.621)*x1)-x0))-1.0)*exp(-17.386*x0). The only apparent extra counted literal versus n_rank is integer-valued float 2.0. Snapping 2.0 to integer 2 leaves non-integer params {0.009239,17.386,22.5997402316268,4.627,9.621}, matching rank 5.","Safe when the literal is exactly integer-valued or within a strict numeric tolerance used elsewhere for coefficient recovery. Do not snap non-integer constants such as 4.627, 9.621, 17.386, 0.009239, or 22.5997402316268.","No algebraic gap remains for this row if integer-valued floats are excluded from params. If the rank pipeline intentionally counts 2.0 as a parameter, then this is a rank/counting convention artifact rather than a rewrite miss."
kotanchek,120,Operon,1,sympy,Operon,11.0,48.0,8.0,9.0,1.0,(1.0001556873321533 * (4.740077740995787 * x1 ** 2.0 - 39.54774475097656 * x1 + 83.59192657470703) * (0.0012082674617850116 * x1 ** 3.0 + 0.0003036445996258 * x1 + 0.0006379182450473) * exp(1.9995476007461548 * x0) - 6.445771578e-05 * exp(0.999705792384703 * x0 ** 2.0)) * exp(-0.999705792384703 * x0 ** 2.0),(0.005728173365985095 * ((x1 ** 3.0 + 0.25130578222905736 * x1 + 0.5279611222045848) * (x1 ** 2.0 - 8.343269227198043 * x1 + 17.63513831255143)) * exp(1.9995476007461548 * x0) - 6.445771578e-05 * exp(0.999705792384703 * x0 ** 2.0)) * exp(-0.999705792384703 * x0 ** 2.0),ok,9.0,ok,9.0,ok,9.0,1928.6349570029415,169.90625,no_obvious_current_rule_path_or_rank_target_issue,no_improvement_in_completed_probe,"A completed larger-budget current-rule probe found no parameter reduction, and the expression does not clearly match one of the missing local rule families.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,140,Operon,21,original,Operon,13.0,45.0,8.0,9.0,1.0,0.0056000440381467 + 0.9965137243270874 * (0.7391300201416016 + exp(-26.249916076660156 * x1 * (0.1143757924437523 * x1)) * (-49.57872009277344 * x1 * (0.0202242378145456 * x1)) - (exp(2.2524499893188477 * x1 * (-0.3599792122840881 * x1)) + exp(exp(-0.7799134254455566 * x0 * (1.503896713256836 * x0)) * -1.7264224290847778) * -1.239898443222046)),0.9965137243270874 * (0.7391300201416016 + exp(-3.002354952849999 * (x1 * x1)) * (-1.0026918256970403 * (x1 * x1)) - exp(-0.8108351728643014 * (x1 * x1)) + 1.239898443222046 * exp(exp(-1.172909237152453 * (x0 * x0)) * -1.7264224290847778) + 0.005619635637159161),ok,9.0,ok,9.0,ok,9.0,148.14545796252787,111.390625,no_obvious_current_rule_path_or_rank_target_issue,no_improvement_in_completed_probe,"A completed larger-budget current-rule probe found no parameter reduction, and the expression does not clearly match one of the missing local rule families.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,146,Operon,27,original,Operon,13.0,48.0,6.0,7.0,1.0,-0.0639297738671303 + 1.0392827987670898 * (1.9780735969543457 + (exp(-2.4385366439819336 * x1 * (2.257668972015381 * x1)) * (-10.097307205200195 * x1 * (391.67083740234375 * x1) * (-0.0011133030056953 * x1 * (-1.3449389934539795 * x1))) - exp(-1.7093311548233032 * x1 * (0.4650919437408447 * x1))) - exp(-1.2320897579193115 * x0 * (0.5889392495155334 * x0))),-0.0639297738671303 + 1.0392827987670898 * (1.9780735969543457 + (exp(-5.505408518240529 * (x1 * x1)) * (-5.921650519847204 * (x1 * x1 * (x1 * x1))) - exp(-0.7949961492935529 * (x1 * x1))) - exp(-0.7256260173647746 * (x0 * x0))),ok,7.0,ok,7.0,ok,7.0,421.0073750000447,126.03125,no_obvious_current_rule_path_or_rank_target_issue,no_improvement_in_completed_probe,"A completed larger-budget current-rule probe found no parameter reduction, and the expression does not clearly match one of the missing local rule families.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,127,Operon,8,original,Operon,13.0,49.0,7.0,8.0,1.0,-0.0218773111701012 + 1.0134590864181519 * (-0.3641613721847534 * x0 * (2.2286646366119385 * x0) * exp(-2.4582626819610596 * x0 * (1.0862829685211182 * x0)) + (1.9716572761535645 - exp(-2.48940372467041 * x1 * (0.2193875461816788 * x1) * exp(-0.435789167881012 * x1 * (-0.4778871238231659 * x1)))) - exp(-1.3948150873184204 * x0 * (0.5922598838806152 * x0))),-0.0218773111701012 + 1.0134590864181519 * (-0.8115935722082384 * (x0 * x0) * exp(-2.670368883565345 * (x0 * x0)) + (1.9716572761535645 - exp(-0.5461441746109729 * (x1 * x1) * exp(0.20825803203194762 * (x1 * x1)))) - exp(-0.8260930216501379 * (x0 * x0))),ok,8.0,ok,8.0,ok,8.0,65.7051260350272,111.28125,no_obvious_current_rule_path_or_rank_target_issue,no_improvement_in_completed_probe,"A completed larger-budget current-rule probe found no parameter reduction, and the expression does not clearly match one of the missing local rule families.",pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,124,Operon,5,sympy,Operon,13.0,59.0,10.0,12.0,2.0,(-2.201367937413991 * x0 * x1 * (0.006681275089699639 * x1 - 0.0298569388687611) * (4.6947760581970215 * x1 - exp(0.681245744228363 * x1)) * (15.17734146118164 * x0 * exp(5.357511043548584 * x0) + 1.0) * exp(0.0447766110301018 * x0) + 0.9997506737709045 * exp(7.688884496688843 * x0) - 0.8705414639299889 * exp(7.7336611077189445 * x0)) * exp(-7.7336611077189445 * x0),(-0.22322749986795287 * ((x1 - 4.468748624763382) * x0 * (exp(5.357511043548584 * x0) * x0 + 0.06588769202812311)) * x1 * (4.6947760581970215 * x1 - exp(0.681245744228363 * x1)) * exp(0.0447766110301018 * x0) + 0.9997506737709045 * exp(7.688884496688843 * x0) - 0.8705414639299889 * exp(7.7336611077189445 * x0)) * exp(-7.7336611077189445 * x0),ok,12.0,memory_limit,na,ok,12.0,8548.533084016526,328.96875,no_obvious_current_rule_path_or_rank_target_issue,no_improvement_in_completed_probe,"A completed larger-budget current-rule probe found no parameter reduction, and the expression does not clearly match one of the missing local rule families.",pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,0,Bingo,1,original,Bingo,4.0,36.0,4.0,5.0,1.0,0.11064466475608078 + -0.010036545250561161 * (2.0 * x0 + 2.0 * x1) + 0.713072197849276 * ((0.022522799045566234 + x0 * x0) * (x0 * x0 + 2.0 ** (-1.0) * (x1 ** (-1.0) * exp(x0 * x0))) ** (-1.0)),-0.020073090501122322 * (x0 + x1 + -5.5120891698213805) + 0.713072197849276 * ((0.022522799045566234 + x0 * x0) * (x0 * x0 + 0.5 * (x1 ** (-1.0) * exp(x0 * x0))) ** (-1.0)),ok,5.0,memory_limit,na,ok,5.0,7491.477749979822,517.9375,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.,done,019da99b-654c-7b63-af00-d9adade9eb35,new_rule_reduces_to_rank,quotient_coefficient_exposure,"c*((u*(x+a*y))**-1) -> (c/a)*((u*((1/a)*x+y))**-1), a != 0",The row contains X + 0.5*T inside a reciprocal. Factor 0.5 out: c/0.5 times reciprocal of u*(2*X+T). 0.5 disappears as a parameter and 2 is integer-valued: 5->4.,a != 0 preserves zero-denominator domain: u*(x+a*y)=0 iff u*((1/a)*x+y)=0 up to nonzero scale.,Needs new reciprocal scalar pull-out; current rules lack scalar extraction through reciprocal/power -1.
kotanchek,20,Bingo,20,original,Bingo,5.0,32.0,4.0,5.0,1.0,-0.03309619870833754 * (-3.819150332778322 + x0 + (0.03907279509253594 + x0 * x0) * ((-15.272972634101004 + -7.53747357012547 * x1) * exp(x0 * x0) ** (-1.0))),-0.03309619870833754 * (-3.819150332778322 + x0 + (0.03907279509253594 + x0 * x0) * (-7.53747357012547 * (x1 + 2.026272131107024) * exp(x0 * x0) ** (-1.0))),ok,5.0,ok,5.0,ok,5.0,43.68629099917598,110.015625,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.,done,019da9b4-9269-7c90-af0c-744427c42fb6,needs_many_params_or_rank_artifact,exp_product_or_quotient_normalization,cleanup only: exp(x)**Num(k)->exp(Num(k)*x) for finite k; exp(x)*exp(y)->exp(x+y); exp(x)/exp(y)->exp(x-y),"Current rules factor affine constants but do not normalize exp(x0*x0)**-1 or combine exp terms. However expression has five independent non-integer params A,B,C,D,E in A*(B+x0+D*(x0^2+C)*(x1+E)*exp(-x0^2)); tangent directions are generically independent.",Exp-specific cleanup is safe because exp is positive; arbitrary reciprocal/power distribution would need guards.,n_rank=4 likely numerical/rank artifact; cleanup may help shape but should not reduce count.
kotanchek,195,SRjl,16,sympy,PySR,5.0,49.0,4.0,5.0,1.0,(0.6193677368705359 * x0 + x1) * (x0 * (x0 + x1 - exp(x1) - 3.302672572491928) + x1 ** 2.0 * (0.4943409476627152 - 2.0 * x1)) / ((x0 + x1 - exp(x1) - 3.302672572491928) * (-1.0 * x1 + exp(x0 ** 2.0) + exp(x1) + 2.853886507925958)),(0.6193677368705359 * x0 + x1) * (x0 * (x0 + x1 - exp(x1) - 3.302672572491928) + x1 ** 2.0 * (0.4943409476627152 - 2.0 * x1)) / ((x0 + x1 - exp(x1) - 3.302672572491928) * (exp(x0 ** 2.0) - x1 + exp(x1) - -2.853886507925958)),ok,5.0,ok,5.0,ok,5.0,48.80612599663437,110.453125,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.,done,019da9bc-4137-7450-95f3-b5c44cfa6301,new_rule_reduces_to_rank,quotient_coefficient_exposure,(a*(b*c+r))/(c*d) -> (a*(b+r/c))/d; guards c != 0 and d != 0; include commuted variants,"Let C=x0+x1-exp(x1)-3.302672572491928, A=0.6193677368705359*x0+x1, R=x1^2*(0.4943409476627152-2*x1), D=... Expression is A*(x0*C+R)/(C*D). Splitting denominator factor gives A*(x0+R/C)/D, removing duplicate C constant and reducing 5->4.","Valid only where canceled factor C and remaining denominator D are nonzero; needs real partial-domain guard, not just syntactic c != Num(0).",Reaches rank; current rules cannot distribute cancellation through additive numerator.
kotanchek,8,Bingo,8,original,Bingo,6.0,21.0,2.0,6.0,4.0,0.11720391936222797 * (x1 * ((0.6931234338478329 + x0 * (6.4849819024041455 + -0.6667403548542734 * ((-1.3864562418418644 + x1) * (-1.3864562418418644 + x1)) - x0)) * exp(x0) ** (-1.0))),0.11720391936222797 * (x1 * ((0.6931234338478329 + x0 * (6.4849819024041455 + -0.6667403548542734 * ((-1.3864562418418644 + x1) * (-1.3864562418418644 + x1)) - x0)) * exp(x0) ** (-1.0))),ok,6.0,ok,6.0,ok,6.0,26.785541995195672,109.875,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.,done,019da9c0-af12-78d0-923e-16b3e326bbd1,new_rule_partial_reduction,affine_constant_collection,"Num(k)*((x+Num(s))*(x+Num(s))) -> Num(k*s*s)*((Num(1/s)*x+Num(1))**Num(2)); s nonzero, finite/profitable variants",Current rules do not recognize coefficient times identical affine factors. Rewriting -0.6667403548542734*((-1.3864562418418644+x1)^2) to -1.2816489216174494*(0.7212632969011202*x1-1)^2 reduces 6->5.,Identity over reals when s != 0; finite guards avoid inf/NaN. exp(x0)**-1 -> exp(-x0) is shape-only here.,"Still not rank 2; remaining five parameters are generically independent by polynomial coefficient recovery, so likely rank/counting artifact after partial reduction."
kotanchek,204,SRjl,25,original,PySR,6.0,45.0,4.0,5.0,1.0,0.39857416499545906 / exp(x0 / 0.9061053191483835 * (x0 / 2.1124692156696177)) * ((0.09167619346933147 - (x1 * exp(x0) + x0 * x0) - x1 * (x0 - -0.21837017173690837)) / (x1 * (x1 + x0) - exp(x1) - exp(x0)) * x1 + x0) * 0.5611252244261848,0.2236500177835562 / exp(x0 / 0.9061053191483835 * (x0 / 2.1124692156696177)) * ((0.09167619346933147 - (x1 * exp(x0) + x0 * x0) - x1 * (x0 + 0.21837017173690837)) / (x1 * (x1 + x0) - exp(x1) - exp(x0)) * x1 + x0),ok,5.0,ok,5.0,ok,5.0,45.78270798083395,110.09375,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.,done,019dab58-76b8-7991-b4a8-499bf3e82a93,new_rule_reduces_to_rank,exp_product_or_quotient_normalization,"Normalize exp((u / a) * (v / b)) to exp((u * v) / (a * b)), equivalently exp((1 / (a * b)) * u * v), when a and b are nonzero constants.","The obstruction is that baseline keeps two independent constants in exp(x0 / 0.9061053191483835 * (x0 / 2.1124692156696177)). Algebraically those constants only occur through their product: exp((x0/a)*(x0/b)) = exp(x0^2/(a*b)). Replacing a and b by one coefficient or denominator leaves outer scale 0.2236500177835562, exp quadratic coefficient, numerator offset 0.09167619346933147, and affine offset 0.21837017173690837: 4 params, matching n_rank=4.","Requires a != 0 and b != 0. The observed constants are positive, so the quotient/product rewrite is safe over the real domain; exp adds no sign constraints.",No remaining rank gap after this normalization. Other gaps are not needed for this row because the only extra parameter is the duplicate quotient scale inside the exp argument.
pagie,203,SRjl,24,sympy,PySR,7.0,24.0,6.0,7.0,1.0,1.021967424871605 - 1.0754695400311118 * exp(-0.7734843695524414 * x0 ** 2.0) + 2.792238560484319 / (3.4342474157379796 / (x1 ** 2.0) ** 1.8741636407391655 + 2.844338639118127),1.021967424871605 - 1.0754695400311118 * exp(-0.7734843695524414 * x0 ** 2.0) + 2.792238560484319 / (3.4342474157379796 / (x1 ** 2.0) ** 1.8741636407391655 + 2.844338639118127),ok,7.0,ok,7.0,ok,7.0,28.71941600460559,109.71875,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.,done,019dab58-7762-7cd1-b0b2-375e55143d38,new_rule_reduces_to_rank,quotient_coefficient_exposure,"a / (b / z + c) -> (a / b) / (1 / z + c / b), with a,b,c as parameters and z any expression.","The obstruction is that the denominator hides one affine scale inside b / z + c, so parameter equivalence spends rank on both numerator a and denominator scale b. Applying the rule to 2.792238560484319 / (3.4342474157379796 / z + 2.844338639118127), z=(x1 ** 2.0) ** 1.8741636407391655, gives 0.813054... / (1 / z + 0.828225...), reducing the quotient float count from 4 to 3 and matching 7 -> 6.",Valid where b != 0 and b / z + c != 0; z must be defined and nonzero. The reciprocal form has the same x1=0 singularity as the original quotient term.,This accounts for rank_gap=1 with the smallest local quotient normalization. Integer exponent 2.0 is not counted; the redundant scale is denominator coefficient 3.4342474157379796.
kotanchek,29,Bingo,29,sympy,Bingo,7.0,40.0,6.0,7.0,1.0,-1.0 * (6.656270926980652e-05 * x1 + 1.550707023441505e-05) * (35.56866639996601 * x1 * (x0 - exp(x0)) + (x1 - 6.784280947796324) * (exp(x0) - 52.61627831646421) * exp(x0)) * (exp(x0) - 52.61627831646421) / ((x0 - exp(x0)) * (x1 - 6.784280947796324)),(-6.656270926980652e-05 * x1 - 1.550707023441505e-05) * ((x1 - 6.784280947796324) * (exp(x0) - 52.61627831646421) * exp(x0) - -35.56866639996601 * x1 * (x0 - exp(x0))) * (exp(x0) - 52.61627831646421) / ((x0 - exp(x0)) * (x1 - 6.784280947796324)),ok,7.0,memory_limit,na,timeout,na,na,341.921875,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.,done,019dab63-05ef-7871-9a9f-fec023733b99,new_rule_reduces_to_rank,quotient_coefficient_exposure,"rewrite((u*v + w*z)/(v*z)).to(u/z + w/v), with guards v != 0 and z != 0; include commuted add/mul variants only as needed.","Current rules do not cancel separate numerator summands against separate factors of product denominator, so x1 - 6.784280947796324 remains duplicated. Let X=x0-exp(x0), Y=x1-6.784280947796324, Z=exp(x0)-52.61627831646421, C=35.56866639996601*x1, A=-6.656270926980652e-05*x1-1.550707023441505e-05. Rendered form is A*(Y*Z*exp(x0)+C*X)*Z/(X*Y). Rule gives A*(C/Y + Z*exp(x0)/X)*Z, with six float leaves, matching n_rank.","Valid where v,z nonzero; here guards are original denominator factors X != 0 and Y != 0. exp is total; integer -1/1 are structural.",No row-local gap remains. Implementation needs matching commuted product/sum forms without broad denominator distribution blowup.
